id,model,year,trim,category,mileage_km,engine,transmission,fuel_type,color,region_specs,price_aed,price_sar
716,Honda Pilot,2025,Touring,SUV كبيرة 3 صفوف,18225,3.5L V6,10-Speed AT,بنزين,رمادي فضي,مواصفات أمريكية,244500,249390
717,Honda Pilot,2025,Elite,SUV كبيرة 3 صفوف,9940,3.5L V6,10-Speed AT,بنزين,أخضر زيتوني,مواصفات يابانية,261500,266730
718,Honda Pilot,2025,Elite,SUV كبيرة 3 صفوف,16827,3.5L V6,10-Speed AT,بنزين,أبيض ثلجي,مواصفات خليجية (GCC),229500,234090
719,Honda Pilot,2025,Black Edition,SUV كبيرة 3 صفوف,19884,3.5L V6,10-Speed AT,بنزين,رمادي فضي,مواصفات يابانية,239000,243780
720,Honda Pilot,2025,Black Edition,SUV كبيرة 3 صفوف,13699,3.5L V6,10-Speed AT,بنزين,بيج شامبين,مواصفات خليجية (GCC),247000,251940
721,Honda Pilot,2026,Sport,SUV كبيرة 3 صفوف,1375,3.5L V6,9-Speed AT,بنزين,أسود معدني,مواصفات يابانية,206500,210630
722,Honda Pilot,2026,Sport,SUV كبيرة 3 صفوف,2750,3.5L V6,9-Speed AT,بنزين,أحمر كريستالي,مواصفات خليجية (GCC),194500,198390
723,Honda Pilot,2026,EX-L,SUV كبيرة 3 صفوف,2044,3.5L V6,9-Speed AT,بنزين,أزرق داكن,مواصفات خليجية (GCC),230500,235110
724,Honda Pilot,2026,EX-L,SUV كبيرة 3 صفوف,885,3.5L V6,9-Speed AT,بنزين,أخضر زيتوني,مواصفات خليجية (GCC),232000,236640
725,Honda Pilot,2026,TrailSport,SUV كبيرة 3 صفوف,3589,3.5L V6,10-Speed AT,بنزين,رمادي فضي,مواصفات خليجية (GCC),248000,252960
726,Honda Pilot,2026,TrailSport,SUV كبيرة 3 صفوف,3391,3.5L V6,10-Speed AT,بنزين,بيج شامبين,مواصفات يابانية,232500,237150
727,Honda Pilot,2026,Touring,SUV كبيرة 3 صفوف,4473,3.5L V6,10-Speed AT,بنزين,برتقالي,مواصفات خليجية (GCC),239500,244290
728,Honda Pilot,2026,Touring,SUV كبيرة 3 صفوف,4735,3.5L V6,10-Speed AT,بنزين,أحمر كريستالي,مواصفات أمريكية,257500,262650
729,Honda Pilot,2026,Elite,SUV كبيرة 3 صفوف,1332,3.5L V6,10-Speed AT,بنزين,أبيض لؤلؤي,مواصفات خليجية (GCC),264500,269790
730,Honda Pilot,2026,Elite,SUV كبيرة 3 صفوف,2415,3.5L V6,10-Speed AT,بنزين,أسود معدني,مواصفات خليجية (GCC),236500,241230
731,Honda Pilot,2026,Black Edition,SUV كبيرة 3 صفوف,607,3.5L V6,10-Speed AT,بنزين,أخضر زيتوني,مواصفات خليجية (GCC),272500,277950
732,Honda Pilot,2026,Black Edition,SUV كبيرة 3 صفوف,1318,3.5L V6,10-Speed AT,بنزين,أسود معدني,مواصفات خليجية (GCC),298000,303960
733,Honda Odyssey,2018,LX,ميني فان,145020,3.5L V6,9-Speed AT,بنزين,أبيض لؤلؤي,مواصفات يابانية,79500,81090
734,Honda Odyssey,2018,LX,ميني فان,150231,3.5L V6,9-Speed AT,بنزين,رمادي فضي,مواصفات يابانية,79000,80580
735,Honda Odyssey,2018,EX,ميني فان,99675,3.5L V6,9-Speed AT,بنزين,أحمر كريستالي,مواصفات خليجية (GCC),79000,80580
736,Honda Odyssey,2018,EX,ميني فان,153718,3.5L V6,9-Speed AT,بنزين,أزرق داكن,مواصفات خليجية (GCC),85000,86700
737,Honda Odyssey,2018,EX-L,ميني فان,133867,3.5L V6,9-Speed AT,بنزين,أبيض ثلجي,مواصفات خليجية (GCC),78500,80070
738,Honda Odyssey,2018,EX-L,ميني فان,171083,3.5L V6,9-Speed AT,بنزين,أبيض لؤلؤي,مواصفات خليجية (GCC),80000,81600
739,Honda Odyssey,2018,Touring,ميني فان,148475,3.5L V6,10-Speed AT,بنزين,أبيض ثلجي,مواصفات أمريكية,91000,92820
740,Honda Odyssey,2018,Touring,ميني فان,157223,3.5L V6,10-Speed AT,بنزين,رمادي فضي,مواصفات خليجية (GCC),85500,87210
741,Honda Odyssey,2018,Elite,ميني فان,130590,3.5L V6,10-Speed AT,بنزين,أزرق داكن,مواصفات أمريكية,105000,107100
742,Honda Odyssey,2018,Elite,ميني فان,150811,3.5L V6,10-Speed AT,بنزين,أزرق داكن,مواصفات يابانية,105500,107610
743,Honda Odyssey,2019,LX,ميني فان,98365,3.5L V6,9-Speed AT,بنزين,أخضر زيتوني,مواصفات خليجية (GCC),84500,86190
744,Honda Odyssey,2019,LX,ميني فان,124420,3.5L V6,9-Speed AT,بنزين,برتقالي,مواصفات خليجية (GCC),86500,88230
745,Honda Odyssey,2019,EX,ميني فان,136648,3.5L V6,9-Speed AT,بنزين,أبيض ثلجي,مواصفات أمريكية,88000,89760
746,Honda Odyssey,2019,EX,ميني فان,88539,3.5L V6,9-Speed AT,بنزين,أسود معدني,مواصفات أمريكية,104000,106080
747,Honda Odyssey,2019,EX-L,ميني فان,127295,3.5L V6,9-Speed AT,بنزين,أبيض ثلجي,مواصفات أوروبية,101500,103530
748,Honda Odyssey,2019,EX-L,ميني فان,114159,3.5L V6,9-Speed AT,بنزين,بني برونزي,مواصفات أمريكية,90000,91800
749,Honda Odyssey,2019,Touring,ميني فان,135779,3.5L V6,10-Speed AT,بنزين,برتقالي,مواصفات يابانية,119000,121380
750,Honda Odyssey,2019,Touring,ميني فان,148541,3.5L V6,10-Speed AT,بنزين,أخضر زيتوني,مواصفات خليجية (GCC),112000,114240
751,Honda Odyssey,2019,Elite,ميني فان,91202,3.5L V6,10-Speed AT,بنزين,أبيض ثلجي,مواصفات يابانية,125000,127500
752,Honda Odyssey,2019,Elite,ميني فان,97875,3.5L V6,10-Speed AT,بنزين,رمادي فضي,مواصفات خليجية (GCC),131500,134130
753,Honda Odyssey,2020,LX,ميني فان,90983,3.5L V6,9-Speed AT,بنزين,أسود معدني,مواصفات خليجية (GCC),86000,87720
754,Honda Odyssey,2020,LX,ميني فان,113106,3.5L V6,9-Speed AT,بنزين,أبيض ثلجي,مواصفات خليجية (GCC),105000,107100
755,Honda Odyssey,2020,LX,ميني فان,97588,3.5L V6,9-Speed AT,بنزين,بني برونزي,مواصفات خليجية (GCC),83500,85170
756,Honda Odyssey,2020,EX,ميني فان,115104,3.5L V6,9-Speed AT,بنزين,بني برونزي,مواصفات يابانية,104000,106080
757,Honda Odyssey,2020,EX,ميني فان,112238,3.5L V6,9-Speed AT,بنزين,بني برونزي,مواصفات خليجية (GCC),118500,120870
758,Honda Odyssey,2020,EX,ميني فان,110087,3.5L V6,9-Speed AT,بنزين,أبيض ثلجي,مواصفات خليجية (GCC),107500,109650
759,Honda Odyssey,2020,EX-L,ميني فان,134338,3.5L V6,9-Speed AT,بنزين,أبيض ثلجي,مواصفات يابانية,103500,105570
760,Honda Odyssey,2020,EX-L,ميني فان,81611,3.5L V6,9-Speed AT,بنزين,أخضر زيتوني,مواصفات يابانية,120000,122400
761,Honda Odyssey,2020,EX-L,ميني فان,99237,3.5L V6,9-Speed AT,بنزين,أبيض ثلجي,مواصفات خليجية (GCC),124500,126990
762,Honda Odyssey,2020,Touring,ميني فان,114113,3.5L V6,10-Speed AT,بنزين,رمادي فضي,مواصفات خليجية (GCC),115500,117810
763,Honda Odyssey,2020,Touring,ميني فان,133413,3.5L V6,10-Speed AT,بنزين,بيج شامبين,مواصفات خليجية (GCC),110500,112710
764,Honda Odyssey,2020,Touring,ميني فان,91159,3.5L V6,10-Speed AT,بنزين,أزرق داكن,مواصفات خليجية (GCC),137500,140250
765,Honda Odyssey,2020,Elite,ميني فان,103943,3.5L V6,10-Speed AT,بنزين,أزرق داكن,مواصفات أمريكية,133500,136170
766,Honda Odyssey,2020,Elite,ميني فان,102157,3.5L V6,10-Speed AT,بنزين,أسود معدني,مواصفات خليجية (GCC),152500,155550
767,Honda Odyssey,2020,Elite,ميني فان,91605,3.5L V6,10-Speed AT,بنزين,برتقالي,مواصفات أوروبية,132000,134640
768,Honda Odyssey,2021,LX,ميني فان,85699,3.5L V6,9-Speed AT,بنزين,أسود معدني,مواصفات خليجية (GCC),109000,111180
769,Honda Odyssey,2021,LX,ميني فان,77632,3.5L V6,9-Speed AT,بنزين,أخضر زيتوني,مواصفات يابانية,100000,102000
770,Honda Odyssey,2021,LX,ميني فان,103147,3.5L V6,9-Speed AT,بنزين,بني برونزي,مواصفات أمريكية,107000,109140
771,Honda Odyssey,2021,EX,ميني فان,69095,3.5L V6,9-Speed AT,بنزين,أخضر زيتوني,مواصفات أمريكية,116000,118320
772,Honda Odyssey,2021,EX,ميني فان,74699,3.5L V6,9-Speed AT,بنزين,أحمر كريستالي,مواصفات خليجية (GCC),127000,129540
773,Honda Odyssey,2021,EX,ميني فان,72384,3.5L V6,9-Speed AT,بنزين,أبيض لؤلؤي,مواصفات خليجية (GCC),113500,115770
774,Honda Odyssey,2021,EX-L,ميني فان,87782,3.5L V6,9-Speed AT,بنزين,برتقالي,مواصفات خليجية (GCC),123500,125970
775,Honda Odyssey,2021,EX-L,ميني فان,102878,3.5L V6,9-Speed AT,بنزين,أبيض لؤلؤي,مواصفات يابانية,139000,141780
776,Honda Odyssey,2021,EX-L,ميني فان,80917,3.5L V6,9-Speed AT,بنزين,رمادي فضي,مواصفات خليجية (GCC),132500,135150
777,Honda Odyssey,2021,Touring,ميني فان,103490,3.5L V6,10-Speed AT,بنزين,رمادي فضي,مواصفات خليجية (GCC),145500,148410
778,Honda Odyssey,2021,Touring,ميني فان,77665,3.5L V6,10-Speed AT,بنزين,أبيض لؤلؤي,مواصفات خليجية (GCC),134500,137190
779,Honda Odyssey,2021,Touring,ميني فان,77720,3.5L V6,10-Speed AT,بنزين,أحمر كريستالي,مواصفات أوروبية,155500,158610
780,Honda Odyssey,2021,Elite,ميني فان,76827,3.5L V6,10-Speed AT,بنزين,بني برونزي,مواصفات أمريكية,146500,149430
781,Honda Odyssey,2021,Elite,ميني فان,56785,3.5L V6,10-Speed AT,بنزين,رمادي فضي,مواصفات يابانية,155500,158610
782,Honda Odyssey,2021,Elite,ميني فان,104383,3.5L V6,10-Speed AT,بنزين,أزرق داكن,مواصفات خليجية (GCC),144500,147390
783,Honda Odyssey,2022,LX,ميني فان,67987,3.5L V6,9-Speed AT,بنزين,برتقالي,مواصفات يابانية,118500,120870
784,Honda Odyssey,2022,LX,ميني فان,63087,3.5L V6,9-Speed AT,بنزين,بني برونزي,مواصفات خليجية (GCC),123000,125460
785,Honda Odyssey,2022,LX,ميني فان,78600,3.5L V6,9-Speed AT,بنزين,بيج شامبين,مواصفات خليجية (GCC),105500,107610
786,Honda Odyssey,2022,EX,ميني فان,89520,3.5L V6,9-Speed AT,بنزين,أسود معدني,مواصفات خليجية (GCC),142500,145350
787,Honda Odyssey,2022,EX,ميني فان,75613,3.5L V6,9-Speed AT,بنزين,بيج شامبين,مواصفات أوروبية,129500,132090
788,Honda Odyssey,2022,EX,ميني فان,65422,3.5L V6,9-Speed AT,بنزين,أزرق داكن,مواصفات أمريكية,144500,147390
789,Honda Odyssey,2022,EX-L,ميني فان,57800,3.5L V6,9-Speed AT,بنزين,أبيض لؤلؤي,مواصفات أمريكية,148000,150960
790,Honda Odyssey,2022,EX-L,ميني فان,88940,3.5L V6,9-Speed AT,بنزين,رمادي فضي,مواصفات خليجية (GCC),155000,158100
791,Honda Odyssey,2022,EX-L,ميني فان,52816,3.5L V6,9-Speed AT,بنزين,أخضر زيتوني,مواصفات خليجية (GCC),138000,140760
792,Honda Odyssey,2022,Touring,ميني فان,75873,3.5L V6,10-Speed AT,بنزين,أبيض ثلجي,مواصفات خليجية (GCC),170000,173400
793,Honda Odyssey,2022,Touring,ميني فان,61066,3.5L V6,10-Speed AT,بنزين,بني برونزي,مواصفات أمريكية,169500,172890
794,Honda Odyssey,2022,Touring,ميني فان,80049,3.5L V6,10-Speed AT,بنزين,رمادي فضي,مواصفات خليجية (GCC),159500,162690
795,Honda Odyssey,2022,Elite,ميني فان,82551,3.5L V6,10-Speed AT,بنزين,رمادي فضي,مواصفات خليجية (GCC),163500,166770
796,Honda Odyssey,2022,Elite,ميني فان,69107,3.5L V6,10-Speed AT,بنزين,بيج شامبين,مواصفات يابانية,186000,189720
797,Honda Odyssey,2022,Elite,ميني فان,52493,3.5L V6,10-Speed AT,بنزين,أزرق داكن,مواصفات خليجية (GCC),166500,169830
798,Honda Odyssey,2023,LX,ميني فان,57095,3.5L V6,9-Speed AT,بنزين,أزرق داكن,مواصفات خليجية (GCC),130000,132600
799,Honda Odyssey,2023,LX,ميني فان,55723,3.5L V6,9-Speed AT,بنزين,أبيض ثلجي,مواصفات خليجية (GCC),135000,137700
800,Honda Odyssey,2023,EX,ميني فان,60687,3.5L V6,9-Speed AT,بنزين,بني برونزي,مواصفات يابانية,149500,152490
801,Honda Odyssey,2023,EX,ميني فان,43142,3.5L V6,9-Speed AT,بنزين,أبيض لؤلؤي,مواصفات خليجية (GCC),152500,155550
802,Honda Odyssey,2023,EX-L,ميني فان,40660,3.5L V6,9-Speed AT,بنزين,أبيض ثلجي,مواصفات خليجية (GCC),146000,148920
803,Honda Odyssey,2023,EX-L,ميني فان,55834,3.5L V6,9-Speed AT,بنزين,رمادي فضي,مواصفات يابانية,152500,155550
804,Honda Odyssey,2023,Touring,ميني فان,42960,3.5L V6,10-Speed AT,بنزين,رمادي فضي,مواصفات خليجية (GCC),165500,168810
805,Honda Odyssey,2023,Touring,ميني فان,47352,3.5L V6,10-Speed AT,بنزين,أحمر كريستالي,مواصفات خليجية (GCC),149000,151980
806,Honda Odyssey,2023,Elite,ميني فان,48727,3.5L V6,10-Speed AT,بنزين,أسود معدني,مواصفات خليجية (GCC),204000,208080
807,Honda Odyssey,2023,Elite,ميني فان,44465,3.5L V6,10-Speed AT,بنزين,أخضر زيتوني,مواصفات خليجية (GCC),197000,200940
808,Honda Odyssey,2024,LX,ميني فان,40922,3.5L V6,9-Speed AT,بنزين,أحمر كريستالي,مواصفات خليجية (GCC),120500,122910
809,Honda Odyssey,2024,LX,ميني فان,31454,3.5L V6,9-Speed AT,بنزين,بني برونزي,مواصفات أمريكية,138500,141270
810,Honda Odyssey,2024,EX,ميني فان,25537,3.5L V6,9-Speed AT,بنزين,أحمر كريستالي,مواصفات خليجية (GCC),174000,177480
811,Honda Odyssey,2024,EX,ميني فان,32055,3.5L V6,9-Speed AT,بنزين,أخضر زيتوني,مواصفات خليجية (GCC),153500,156570
812,Honda Odyssey,2024,EX-L,ميني فان,45136,3.5L V6,9-Speed AT,بنزين,أبيض لؤلؤي,مواصفات خليجية (GCC),165000,168300
813,Honda Odyssey,2024,EX-L,ميني فان,33534,3.5L V6,9-Speed AT,بنزين,أبيض ثلجي,مواصفات أمريكية,173500,176970
814,Honda Odyssey,2024,Touring,ميني فان,41709,3.5L V6,10-Speed AT,بنزين,رمادي فضي,مواصفات يابانية,186000,189720
815,Honda Odyssey,2024,Touring,ميني فان,38261,3.5L V6,10-Speed AT,بنزين,رمادي فضي,مواصفات أمريكية,182000,185640
816,Honda Odyssey,2024,Elite,ميني فان,32531,3.5L V6,10-Speed AT,بنزين,رمادي فضي,مواصفات خليجية (GCC),192000,195840
817,Honda Odyssey,2024,Elite,ميني فان,26279,3.5L V6,10-Speed AT,بنزين,أسود معدني,مواصفات خليجية (GCC),212000,216240
818,Honda Odyssey,2025,LX,ميني فان,13618,3.5L V6,9-Speed AT,بنزين,أزرق داكن,مواصفات يابانية,153000,156060
819,Honda Odyssey,2025,LX,ميني فان,16557,3.5L V6,9-Speed AT,بنزين,أسود معدني,مواصفات أوروبية,166500,169830
820,Honda Odyssey,2025,EX,ميني فان,8113,3.5L V6,9-Speed AT,بنزين,برتقالي,مواصفات خليجية (GCC),189000,192780
821,Honda Odyssey,2025,EX,ميني فان,15254,3.5L V6,9-Speed AT,بنزين,رمادي فضي,مواصفات خليجية (GCC),180500,184110
822,Honda Odyssey,2025,EX-L,ميني فان,10518,3.5L V6,9-Speed AT,بنزين,أسود معدني,مواصفات خليجية (GCC),178500,182070
823,Honda Odyssey,2025,EX-L,ميني فان,19947,3.5L V6,9-Speed AT,بنزين,رمادي فضي,مواصفات خليجية (GCC),198000,201960
824,Honda Odyssey,2025,Touring,ميني فان,15580,3.5L V6,10-Speed AT,بنزين,أسود معدني,مواصفات أمريكية,206000,210120
825,Honda Odyssey,2025,Touring,ميني فان,13498,3.5L V6,10-Speed AT,بنزين,أحمر كريستالي,مواصفات خليجية (GCC),222500,226950
826,Honda Odyssey,2025,Elite,ميني فان,20249,3.5L V6,10-Speed AT,بنزين,بني برونزي,مواصفات خليجية (GCC),241000,245820
827,Honda Odyssey,2025,Elite,ميني فان,16168,3.5L V6,10-Speed AT,بنزين,رمادي فضي,مواصفات خليجية (GCC),236500,241230
828,Honda City,2018,S,سيدان اقتصادية,105140,1.5L,CVT,بنزين,برتقالي,مواصفات يابانية,30000,30600
829,Honda City,2018,S,سيدان اقتصادية,138170,1.5L,CVT,بنزين,أسود معدني,مواصفات خليجية (GCC),23000,23460
830,Honda City,2018,E,سيدان اقتصادية,114878,1.5L,CVT,بنزين,أسود معدني,مواصفات خليجية (GCC),33500,34170
831,Honda City,2018,E,سيدان اقتصادية,159293,1.5L,CVT,بنزين,أحمر كريستالي,مواصفات يابانية,28000,28560
832,Honda City,2018,EX,سيدان اقتصادية,155714,1.5L,CVT,بنزين,أسود معدني,مواصفات خليجية (GCC),33500,34170
833,Honda City,2018,EX,سيدان اقتصادية,114542,1.5L,CVT,بنزين,بيج شامبين,مواصفات خليجية (GCC),34000,34680
834,Honda City,2018,V/Top,سيدان اقتصادية,148730,1.5L,CVT,بنزين,أبيض لؤلؤي,مواصفات يابانية,34500,35190
835,Honda City,2018,V/Top,سيدان اقتصادية,94531,1.5L,CVT,بنزين,بيج شامبين,مواصفات خليجية (GCC),42500,43350
836,Honda City,2019,S,سيدان اقتصادية,127170,1.5L,CVT,بنزين,أسود معدني,مواصفات يابانية,31000,31620
837,Honda City,2019,S,سيدان اقتصادية,127350,1.5L,CVT,بنزين,أخضر زيتوني,مواصفات خليجية (GCC),29500,30090
838,Honda City,2019,E,سيدان اقتصادية,135806,1.5L,CVT,بنزين,برتقالي,مواصفات أمريكية,37000,37740
839,Honda City,2019,E,سيدان اقتصادية,130095,1.5L,CVT,بنزين,أبيض لؤلؤي,مواصفات خليجية (GCC),32500,33150
840,Honda City,2019,EX,سيدان اقتصادية,98976,1.5L,CVT,بنزين,برتقالي,مواصفات يابانية,41500,42330
841,Honda City,2019,EX,سيدان اقتصادية,151425,1.5L,CVT,بنزين,بيج شامبين,مواصفات خليجية (GCC),37500,38250
842,Honda City,2019,V/Top,سيدان اقتصادية,84444,1.5L,CVT,بنزين,أسود معدني,مواصفات يابانية,46500,47430
843,Honda City,2019,V/Top,سيدان اقتصادية,133386,1.5L,CVT,بنزين,بيج شامبين,مواصفات خليجية (GCC),39000,39780
844,Honda City,2020,S,سيدان اقتصادية,76810,1.5L,CVT,بنزين,أحمر كريستالي,مواصفات أمريكية,41000,41820
845,Honda City,2020,S,سيدان اقتصادية,108756,1.5L,CVT,بنزين,أبيض ثلجي,مواصفات أمريكية,40000,40800
846,Honda City,2020,S,سيدان اقتصادية,83451,1.5L,CVT,بنزين,أخضر زيتوني,مواصفات خليجية (GCC),35000,35700
847,Honda City,2020,E,سيدان اقتصادية,90757,1.5L,CVT,بنزين,رمادي فضي,مواصفات خليجية (GCC),36000,36720
848,Honda City,2020,E,سيدان اقتصادية,124386,1.5L,CVT,بنزين,أسود معدني,مواصفات يابانية,44000,44880
849,Honda City,2020,E,سيدان اقتصادية,120583,1.5L,CVT,بنزين,أزرق داكن,مواصفات خليجية (GCC),39500,40290
850,Honda City,2020,EX,سيدان اقتصادية,80249,1.5L,CVT,بنزين,أخضر زيتوني,مواصفات خليجية (GCC),43500,44370
851,Honda City,2020,EX,سيدان اقتصادية,110492,1.5L,CVT,بنزين,أبيض ثلجي,مواصفات خليجية (GCC),41000,41820
852,Honda City,2020,EX,سيدان اقتصادية,112488,1.5L,CVT,بنزين,أسود معدني,مواصفات خليجية (GCC),49000,49980
853,Honda City,2020,V/Top,سيدان اقتصادية,116179,1.5L,CVT,بنزين,أبيض لؤلؤي,مواصفات خليجية (GCC),45500,46410
854,Honda City,2020,V/Top,سيدان اقتصادية,130764,1.5L,CVT,بنزين,أبيض ثلجي,مواصفات أمريكية,43500,44370
855,Honda City,2020,V/Top,سيدان اقتصادية,105268,1.5L,CVT,بنزين,برتقالي,مواصفات خليجية (GCC),54000,55080
856,Honda City,2021,S,سيدان اقتصادية,88873,1.5L,CVT,بنزين,برتقالي,مواصفات أمريكية,35000,35700
857,Honda City,2021,S,سيدان اقتصادية,91372,1.5L,CVT,بنزين,بيج شامبين,مواصفات خليجية (GCC),46500,47430
858,Honda City,2021,S,سيدان اقتصادية,93938,1.5L,CVT,بنزين,أحمر كريستالي,مواصفات أمريكية,36000,36720
859,Honda City,2021,E,سيدان اقتصادية,60767,1.5L,CVT,بنزين,أزرق داكن,مواصفات أمريكية,46500,47430
860,Honda City,2021,E,سيدان اقتصادية,108417,1.5L,CVT,بنزين,أبيض لؤلؤي,مواصفات أمريكية,47000,47940
861,Honda City,2021,E,سيدان اقتصادية,76512,1.5L,CVT,بنزين,أخضر زيتوني,مواصفات أمريكية,42000,42840
862,Honda City,2021,EX,سيدان اقتصادية,67926,1.5L,CVT,بنزين,أسود معدني,مواصفات خليجية (GCC),57000,58140
863,Honda City,2021,EX,سيدان اقتصادية,90717,1.5L,CVT,بنزين,أحمر كريستالي,مواصفات أمريكية,54000,55080
864,Honda City,2021,EX,سيدان اقتصادية,84445,1.5L,CVT,بنزين,أبيض ثلجي,مواصفات خليجية (GCC),53000,54060
865,Honda City,2021,V/Top,سيدان اقتصادية,72471,1.5L,CVT,بنزين,بني برونزي,مواصفات أمريكية,58500,59670
866,Honda City,2021,V/Top,سيدان اقتصادية,74197,1.5L,CVT,بنزين,أبيض لؤلؤي,مواصفات خليجية (GCC),49000,49980
867,Honda City,2021,V/Top,سيدان اقتصادية,107411,1.5L,CVT,بنزين,بني برونزي,مواصفات خليجية (GCC),61000,62220
868,Honda City,2022,S,سيدان اقتصادية,64091,1.5L,CVT,بنزين,رمادي فضي,مواصفات أمريكية,41500,42330
869,Honda City,2022,S,سيدان اقتصادية,56131,1.5L,CVT,بنزين,بيج شامبين,مواصفات خليجية (GCC),51500,52530
870,Honda City,2022,S,سيدان اقتصادية,82338,1.5L,CVT,بنزين,أحمر كريستالي,مواصفات أوروبية,47500,48450
871,Honda City,2022,E,سيدان اقتصادية,67446,1.5L,CVT,بنزين,برتقالي,مواصفات أوروبية,51500,52530
872,Honda City,2022,E,سيدان اقتصادية,54003,1.5L,CVT,بنزين,بني برونزي,مواصفات خليجية (GCC),53000,54060
873,Honda City,2022,E,سيدان اقتصادية,71563,1.5L,CVT,بنزين,بني برونزي,مواصفات أمريكية,50500,51510
874,Honda City,2022,EX,سيدان اقتصادية,60531,1.5L,CVT,بنزين,أزرق داكن,مواصفات خليجية (GCC),54000,55080
875,Honda City,2022,EX,سيدان اقتصادية,67801,1.5L,CVT,بنزين,رمادي فضي,مواصفات أوروبية,64500,65790
876,Honda City,2022,EX,سيدان اقتصادية,84908,1.5L,CVT,بنزين,أسود معدني,مواصفات خليجية (GCC),64000,65280
877,Honda City,2022,V/Top,سيدان اقتصادية,75296,1.5L,CVT,بنزين,أخضر زيتوني,مواصفات خليجية (GCC),65500,66810
878,Honda City,2022,V/Top,سيدان اقتصادية,82672,1.5L,CVT,بنزين,بني برونزي,مواصفات أمريكية,64000,65280
879,Honda City,2022,V/Top,سيدان اقتصادية,50390,1.5L,CVT,بنزين,أبيض لؤلؤي,مواصفات خليجية (GCC),63000,64260
880,Honda City,2023,S,سيدان اقتصادية,45199,1.5L,CVT,بنزين,أزرق داكن,مواصفات أوروبية,45000,45900
881,Honda City,2023,S,سيدان اقتصادية,39213,1.5L,CVT,بنزين,بني برونزي,مواصفات خليجية (GCC),48500,49470
882,Honda City,2023,E,سيدان اقتصادية,38463,1.5L,CVT,بنزين,بني برونزي,مواصفات خليجية (GCC),59000,60180
883,Honda City,2023,E,سيدان اقتصادية,51220,1.5L,CVT,بنزين,أزرق داكن,مواصفات خليجية (GCC),57500,58650
884,Honda City,2023,EX,سيدان اقتصادية,39558,1.5L,CVT,بنزين,بيج شامبين,مواصفات خليجية (GCC),64000,65280
885,Honda City,2023,EX,سيدان اقتصادية,59019,1.5L,CVT,بنزين,أحمر كريستالي,مواصفات أمريكية,54000,55080
886,Honda City,2023,V/Top,سيدان اقتصادية,56472,1.5L,CVT,بنزين,بيج شامبين,مواصفات أمريكية,75500,77010
887,Honda City,2023,V/Top,سيدان اقتصادية,68875,1.5L,CVT,بنزين,أحمر كريستالي,مواصفات خليجية (GCC),78500,80070
888,Honda City,2024,S,سيدان اقتصادية,35991,1.5L,CVT,بنزين,أسود معدني,مواصفات أوروبية,49500,50490
889,Honda City,2024,S,سيدان اقتصادية,27973,1.5L,CVT,بنزين,أبيض لؤلؤي,مواصفات خليجية (GCC),59000,60180
890,Honda City,2024,E,سيدان اقتصادية,37612,1.5L,CVT,بنزين,رمادي فضي,مواصفات خليجية (GCC),67500,68850
891,Honda City,2024,E,سيدان اقتصادية,42314,1.5L,CVT,بنزين,رمادي فضي,مواصفات خليجية (GCC),52000,53040
892,Honda City,2024,EX,سيدان اقتصادية,22826,1.5L,CVT,بنزين,أبيض ثلجي,مواصفات خليجية (GCC),67500,68850
893,Honda City,2024,EX,سيدان اقتصادية,36905,1.5L,CVT,بنزين,أسود معدني,مواصفات خليجية (GCC),74500,75990
894,Honda City,2024,V/Top,سيدان اقتصادية,38022,1.5L,CVT,بنزين,بني برونزي,مواصفات أوروبية,70500,71910
895,Honda City,2024,V/Top,سيدان اقتصادية,29510,1.5L,CVT,بنزين,بني برونزي,مواصفات خليجية (GCC),69000,70380
896,Honda City,2025,S,سيدان اقتصادية,15115,1.5L,CVT,بنزين,أحمر كريستالي,مواصفات خليجية (GCC),59000,60180
897,Honda City,2025,S,سيدان اقتصادية,17861,1.5L,CVT,بنزين,أبيض ثلجي,مواصفات خليجية (GCC),59500,60690
898,Honda City,2025,E,سيدان اقتصادية,23471,1.5L,CVT,بنزين,أبيض لؤلؤي,مواصفات أمريكية,73000,74460
899,Honda City,2025,E,سيدان اقتصادية,14547,1.5L,CVT,بنزين,أبيض ثلجي,مواصفات خليجية (GCC),69500,70890
900,Honda City,2025,EX,سيدان اقتصادية,11647,1.5L,CVT,بنزين,أسود معدني,مواصفات خليجية (GCC),73000,74460
901,Honda City,2025,EX,سيدان اقتصادية,17525,1.5L,CVT,بنزين,أبيض لؤلؤي,مواصفات أمريكية,79500,81090
902,Honda City,2025,V/Top,سيدان اقتصادية,21611,1.5L,CVT,بنزين,برتقالي,مواصفات أمريكية,85500,87210
903,Honda City,2025,V/Top,سيدان اقتصادية,15693,1.5L,CVT,بنزين,أحمر كريستالي,مواصفات يابانية,79000,80580
904,Honda City,2026,S,سيدان اقتصادية,2624,1.5L,CVT,بنزين,أسود معدني,مواصفات خليجية (GCC),69000,70380
905,Honda City,2026,S,سيدان اقتصادية,1371,1.5L,CVT,بنزين,أسود معدني,مواصفات خليجية (GCC),69500,70890
906,Honda City,2026,E,سيدان اقتصادية,1726,1.5L,CVT,بنزين,أخضر زيتوني,مواصفات يابانية,67000,68340
907,Honda City,2026,E,سيدان اقتصادية,851,1.5L,CVT,بنزين,أخضر زيتوني,مواصفات خليجية (GCC),66500,67830
